cCRE_ID,cluster
chr5:114146408-114146939,5
chr19:36168223-36168426,6
chr12:84653958-84654250,4
chr10:13965620-13966540,4
chr15:79832140-79832404,4
chr6:113471388-113471768,1
chr14:121315000-121315452,2
chr16:17892637-17892922,4
chr17:32417462-32417850,1
chr8:84810888-84811263,0
chr16:5431240-5431642,2
chr15:75086164-75086364,5
chr17:32415120-32415320,1
chr9:66069700-66070005,0
chr6:50807420-50807872,5
chr11:103340825-103341050,3
chr15:76200546-76200830,4
chr11:32002552-32003030,1
chr16:21608323-21608794,2
chr11:75013030-75013352,2
chr15:86107996-86108285,1
chr4:154502580-154502845,5
chr15:102243334-102243639,3
chr2:30846017-30846316,0
chr2:30440666-30440940,2
chr8:57347294-57347680,0
chr8:84969388-84969810,0
chr11:55022716-55022996,2
chr1:75546293-75546741,1
chr11:101315850-101316832,5
chr4:154613762-154614036,1
chr3:101551592-101552140,3
chr2:150650610-150651080,7
chr16:91441509-91442268,0
chr4:134062050-134062326,3
chr10:80664470-80665230,6
chr7:101416532-101416732,0
chr8:10910418-10910676,5
chr18:11067630-11068274,2
chr6:137169412-137169870,0
chr2:32667810-32668216,0
chr11:68379555-68379780,4
chr17:27236082-27236284,5
chr2:27097122-27097472,0
chr4:62479938-62480408,1
chr13:107093702-107093970,1
chr11:102773960-102775017,1
chr14:33691662-33692032,4
chrX:100767570-100767846,1
chr8:85365022-85365565,5
chr10:81346609-81346910,0
chr8:94012630-94012856,0
chr4:43632790-43633108,5
chr1:58712215-58712416,1
chr17:26780950-26781546,5
chr5:31811000-31811395,5
chr11:115698203-115698542,2
chr2:35588300-35589100,2
chr1:74773062-74773426,3
chrX:170010650-170011260,0
chr2:166403336-166403701,4
chr19:36687986-36688522,2
chr15:102247670-102247910,1
chr12:108554460-108555064,1
chr3:58162232-58162610,4
chr1:193337772-193338094,4
chr16:21499076-21499660,6
chr15:85670364-85671250,4
chr6:128362600-128363056,0
chr17:79353806-79354126,4
chr3:116536278-116536976,5
chr13:51314530-51314942,5
chr3:9249805-9250562,2
chr9:63108984-63109500,5
chr9:63968652-63968999,5
chr11:100854390-100854732,3
chr11:11841395-11841660,0
chr8:11482456-11482831,2
chr11:94458130-94458528,3
chr14:45318162-45318770,1
chr12:85879814-85880026,2
chr17:27588520-27588795,2
chr11:87724891-87725095,5
chr10:80994976-80995240,1
chr1:9546420-9546633,1
chr15:98002890-98003196,0
chr17:26861390-26861750,4
chr1:88262390-88262616,5
chr14:52008731-52009211,3
chr2:35281007-35281396,1
chr10:75588360-75588676,4
chr10:59974068-59974688,4
chr11:31812222-31812632,0
chr19:3323538-3324173,1
chr2:153528970-153529260,7
chr7:141638721-141639064,7
chr8:77723950-77724466,5
chr16:18811536-18812169,1
chr6:124805479-124806280,0
chr4:43633240-43633590,3
chr17:45478540-45478885,3
chr7:17056079-17056346,0
chr14:54996840-54997212,4
chr12:108960168-108960512,6
chr4:141425812-141426340,5
chr5:115531700-115532086,5
chr10:84966952-84967160,2
chr6:52255004-52255236,5
chr17:45749060-45749420,6
chr4:33923330-33923890,0
chr5:113079830-113080117,7
chr8:84704490-84704758,0
chr19:45017930-45018331,4
chr14:31560880-31561285,2
chr15:89020098-89020810,6
chr16:16256682-16257023,2
chr1:88261610-88261814,5
chr3:89337750-89338178,7
chr15:88867910-88868288,2
chr4:141398449-141398817,7
chr11:50940020-50940267,2
chr7:139202260-139202484,5
chr7:45866026-45866458,7
chr18:69665616-69665830,2
chr17:26892609-26892950,4
chr11:78829436-78829898,2
chr2:118722982-118723250,3
chr12:108765282-108765538,4
chr19:6845110-6845372,1
chr7:24608165-24608458,1
chr16:45100990-45101294,2
chr10:77464396-77464866,6
chr13:23756806-23757155,7
chr5:134014559-134015020,5
chr2:173276208-173276828,4
chr14:54987368-54987662,2
chr3:88140685-88140930,4
chr8:94173130-94173390,0
chr10:75932244-75932646,1
chr4:152317614-152317970,5
chr2:172370366-172371028,7
chr12:111758600-111759073,3
chr2:29716544-29717020,2
chr7:143058336-143058686,5
chr3:69861280-69861506,7
chr10:79694450-79694734,4
chr17:23546792-23547400,1
chr17:23538670-23538900,5
chr11:102764412-102764767,3
chr6:67130520-67130790,1
chr3:152304500-152305030,5
chr2:156619914-156620123,3
chr5:92386645-92386977,5
chr8:71457350-71457660,3
chr1:51290696-51290987,6
chr7:45361232-45361694,7
chr9:63896328-63896698,5
chr10:77441189-77441593,4
chr10:111110985-111111778,2
chr8:70622204-70622468,7
chr4:133468633-133468872,3
chr12:84813872-84814180,1
chr11:106722768-106723449,7
chr2:121294260-121294500,4
chr1:178219646-178220080,6
chr3:101398390-101398877,5
chr7:141215620-141216151,0
chr9:107549694-107549933,7
chr1:181211044-181212400,1
chr2:156258542-156258806,6
chr9:121798982-121799183,3
chr14:27335846-27336556,1
chr2:173087377-173087774,4
chr19:5463866-5464328,4
chr2:68432910-68433212,2
chr17:12744594-12744829,2
chr16:38902180-38902660,3
chr9:20868566-20868932,3
chr1:87880900-87881356,2
chr6:116207940-116208346,0
chr7:35118746-35119583,5
chr3:123092459-123092730,5
chr19:7142359-7142572,1
chr15:79735466-79735738,6
chr4:82505950-82507020,5
chr4:151741516-151741766,0
chr3:131106894-131107240,0
chr3:89541972-89542188,7
chr3:84472500-84472830,7
chr11:22859310-22860250,1
chr4:154336790-154337072,5
chr14:25629849-25630171,6
chr11:61484992-61485438,5
chr9:121314607-121314924,5
chr2:65022298-65023134,1
chr11:96825808-96826180,4
chr18:11053012-11053380,4
chr13:56087886-56088268,2
chr16:15888949-15889200,4
chr11:117934235-117934477,1
chr16:18540610-18540852,3
chr17:26090143-26090520,4
chr3:99261490-99261996,5
chr16:8686873-8687420,0
chr2:152819145-152819513,1
chr9:43274048-43274250,4
chr10:3524476-3524710,2
chr19:7167901-7168271,3
chr14:20610240-20610496,6
chr2:166399270-166399881,4
chr15:96751287-96751690,6
chr6:146675072-146675462,5
chr14:63908464-63908868,1
chr16:96212820-96213340,2
chr4:151517178-151517502,0
chr6:117182350-117182632,5
chr3:96402010-96402260,0
chr10:81414732-81415020,3
chr3:101806197-101806480,5
chr15:79111720-79112118,4
chr16:92883860-92884212,0
chr16:20241010-20241358,7
chr15:98008868-98009105,0
chr15:79123794-79124126,6
chr8:124826895-124827290,3
chr2:150770827-150771166,2
chr11:32383890-32384304,2
chr9:107341856-107342084,3
chr11:98383500-98383927,4
chr8:121619405-121619786,5
chr7:19809338-19809696,1
chr2:167689660-167689882,3
chr1:179061786-179062181,5
chr2:102901097-102901720,5
chr14:31930476-31930878,2
chr2:121452444-121452662,2
chr5:140612552-140612770,7
chr11:115244148-115244432,3
chr16:90623060-90623280,2
chr11:72130080-72130450,4
chr11:98775290-98775582,4
chr17:26953790-26954046,5
chr15:102459957-102460202,0
chr18:69536749-69536982,2
chr8:123537000-123537282,1
chr12:113132700-113133102,4
chr11:88523920-88524265,2
chr11:96873546-96873756,0
chr10:56980838-56981154,2
chr2:19371622-19372186,1
chr13:38580020-38580583,2
chr2:29944776-29945098,2
chr2:106695280-106695560,0
chr15:76307098-76307608,4
chr2:19553880-19554450,2
chr8:71498984-71499367,0
chr8:94978231-94978489,3
chr17:81481662-81482436,6
chr19:45016509-45017150,4
chr15:76697767-76698200,3
chr14:34581026-34581330,1
chr12:71935354-71935804,2
chr15:78411204-78411546,3
chr12:109067590-109068334,0
chr8:84705520-84705730,0
chr11:116232701-116232928,3
chr9:49798854-49799140,5
chr9:71485396-71486124,5
chr18:36377405-36377686,6
chr7:6189600-6189816,1
chr4:135313220-135313748,5
chr14:73503540-73503770,2
chr15:77036851-77037070,4
chr12:112678520-112679196,1
chr16:17838398-17838624,7
chr8:122547894-122548140,0
chr11:55414796-55415002,6
chr14:34592106-34592434,2
chr1:180195878-180196220,3
chr7:142577798-142578594,0
chr19:7056608-7057109,4
chr1:164896160-164896910,4
chr3:96487195-96487456,2
chr8:84737660-84737944,0
chr11:69041676-69041900,1
chr16:21339100-21339666,4
chr4:149954830-149955338,5
chr7:16310030-16310380,0
chr2:104466976-104467525,2
chr8:11727350-11728360,5
chr9:21367502-21368080,0
chr9:65157191-65157534,0
chr11:78555725-78556102,6
chrX:169981780-169982100,0
chr2:163336588-163336990,3
chr10:81580604-81580820,3
chr11:33146118-33146460,6
chr4:154983842-154984090,7
chr15:74749228-74749491,4
chr17:46539846-46540174,3
chr9:45505592-45505955,2
chr18:75462618-75462973,0
chr13:69563190-69563552,2
chr8:84772008-84772356,2
chr17:79354406-79354640,4
chr19:5014970-5015670,2
chr14:54966560-54966937,4
chr17:36231345-36231660,5
chr14:25736594-25736912,4
chr2:19657530-19658596,4
chr6:90764116-90764456,5
chr4:134852496-134852964,0
chr10:79701164-79701668,4
chr4:142475842-142476048,5
chr10:13323900-13324422,1
chr6:124911054-124911302,7
chr11:22860370-22860632,1
chr13:69533990-69534300,1
chr3:108017530-108018200,5
chr17:79350853-79351170,7
chr5:92393160-92393390,3
chr15:97004122-97004562,2
chr13:110280875-110281140,5
chr17:28522597-28522830,1
chr2:32642812-32643162,4
chr5:137559060-137559331,1
chr16:95861246-95861572,4
chr11:95071262-95071531,4
chr18:36280730-36281560,1
chr15:99664720-99665035,0
chr15:79368412-79368900,1
chr6:50358180-50358627,5
chr3:96435589-96436000,5
chr15:76089488-76089801,3
chr11:11993762-11994226,6
chr3:96337340-96337596,5
chr3:9443501-9443929,2
chr3:97801458-97801682,4
chr11:6000437-6000854,2
chr14:55499968-55500270,3
chr2:26583979-26584247,1
chr13:110397858-110398178,2
chr14:20668015-20668486,4
chr2:172999940-173000574,3
chr8:65617970-65618524,1
chr11:118175152-118175372,6
chr19:3929260-3929976,4
chr8:57328439-57329298,5
chr2:35684377-35684585,2
chr2:31770798-31771266,6
chr17:25754214-25754450,7
chr16:43701663-43702172,2
chr17:5997370-5997816,6
chr11:100965678-100966058,4
chr11:106677728-106678235,6
chr17:26414350-26414960,1
chr7:12949509-12949982,0
chr15:98149115-98149644,6
chr8:70868620-70868920,0
chr15:76199358-76199586,4
chr5:122102400-122102749,5
chr18:75386043-75386522,5
chr15:73746662-73747034,4
chr8:70844620-70844820,0
chr9:45136761-45137215,0
chr3:95957477-95958103,2
chr8:122457138-122457503,7
chr2:165319645-165319846,1
chr11:69800676-69801057,5
chr10:3337294-3337835,6
chr3:103130222-103130560,0
chr2:157054698-157054903,6
chr3:153806324-153806668,0
chr8:10935374-10935580,0
chr16:38673000-38673250,6
chr9:56868306-56868613,5
chr3:95902200-95902440,4
chr13:31082520-31082730,5
chr9:121777533-121778092,4
chr15:79254828-79255188,3
chr4:137920238-137920609,5
chr14:101868662-101868976,6
chr6:134981312-134982079,5
chr11:51858600-51859070,3
chr2:120540550-120540774,2
chr2:91921854-91922140,7
chr4:147420170-147420382,5
chr15:102242802-102243045,1
chr2:106652230-106652520,5
chr14:25709716-25709975,4
chr13:48513156-48513602,1
chr7:141429250-141429732,0
chr11:3179617-3180042,5
chr3:14886380-14886750,0
chr3:131112340-131112580,0
chr17:7269170-7269767,5
chr2:30677080-30677460,4
chr8:11477793-11478012,5
chr2:163688296-163688498,6
chr19:5538880-5539278,3
chr2:30266552-30266800,4
chr2:18040380-18040613,0
chr11:94133350-94133970,4
chr11:98951181-98951664,6
chr2:27672757-27673110,5
chr12:86652632-86652932,4
chr11:74830756-74831101,4
chr7:28919812-28920200,5
chr13:107095098-107095652,6
chr15:75592984-75593370,4
chr16:96209904-96210328,6
chr1:178917292-178917660,5
chr2:172862640-172862882,5
chr15:79243235-79243705,4
chr17:28343264-28343500,0
chr1:159517619-159518038,4
chr14:34544158-34544360,2
chr14:30626062-30626440,1
chr11:75054039-75054542,2
chr1:160370584-160370930,2
chr8:70374593-70374866,0
chr4:148902990-148903203,5
chr12:85184117-85184348,1
chr15:100227588-100228566,1
chr3:102025276-102025500,0
chr9:48910928-48911296,6
chr10:53339809-53340106,2
chr1:96871921-96872340,5
chr10:80808930-80809250,7
chr15:82922102-82922522,0
chr9:44498706-44499190,5
chr1:134419770-134420030,2
chr11:60478224-60478603,3
chr2:35983970-35984200,1
chr10:69274580-69274932,6
chr7:34654189-34654563,0
chr13:55182448-55182893,1
chr10:69872110-69872658,2
chr7:34655136-34655810,0
chr8:109954626-109954860,1
chr10:60080280-60080578,4
chr7:45460900-45461282,0
chr5:30915879-30916326,5
chr17:27596298-27596842,2
chr7:139201329-139201530,5
chr9:69453490-69454090,5
chr17:12761574-12762010,2
chr11:3408876-3409396,5
chr7:118689134-118689460,5
chr6:145075539-145076060,7
chr8:70843930-70844337,0
chr11:121706672-121706918,1
chr10:80843889-80844289,3
chr4:132076810-132077072,0
chr17:24636844-24637102,3
