cCRE_ID,cluster
chr7:139467846-139468270,7
chr17:34205001-34205242,0
chr15:12758510-12758836,1
chr19:7066534-7066862,0
chr12:25099440-25099800,0
chr7:143108217-143108506,7
chr4:133660252-133660734,7
chr2:166459924-166460360,4
chr9:21463260-21463549,7
chr18:68119870-68120203,1
chr11:109472778-109473062,3
chr2:16355905-16356312,4
chr11:119392930-119393348,5
chr4:131921050-131921360,6
chr17:25082084-25082479,0
chr10:71052200-71052688,1
chr1:190145786-190146040,1
chr14:54984026-54984262,5
chr12:54286940-54287404,5
chr13:24565560-24566350,1
chr14:118437220-118437450,4
chr1:23187752-23188223,1
chr16:4500649-4501056,1
chr19:17333123-17333426,1
chr5:34196890-34197196,0
chr1:88218658-88218875,2
chr11:119095271-119095547,0
chr10:81591726-81592058,0
chr10:31173006-31173672,1
chr1:144055540-144056176,1
chr12:86104226-86104764,1
chr8:122321409-122322010,6
chr15:99319070-99319346,1
chr8:120289279-120290148,7
chr18:61505372-61505746,1
chr13:45537104-45537482,1
chr11:61366560-61367166,1
chr1:56979946-56980407,2
chr18:41950846-41951440,0
chr5:128596824-128597206,2
chr10:50896359-50896924,2
chr8:90013542-90014130,7
chr10:7211020-7211414,0
chr19:14884094-14884547,2
chr2:30784494-30784898,6
chr15:80711830-80712104,0
chr15:97786652-97787020,0
chr1:173367361-173367758,4
chr3:8685054-8685500,2
chr11:64718440-64719001,4
chr11:88187536-88187948,0
chr18:11233050-11233370,5
chr18:15405129-15405417,1
chr10:57114812-57115190,1
chr11:11954240-11954523,1
chr1:74001536-74001950,1
chr2:168553472-168553880,6
chr3:95667972-95668323,1
chr2:151008751-151009500,4
chr16:93290210-93290700,0
chr9:122729394-122729860,2
chr3:95674168-95674500,2
chr12:113142548-113142840,5
chr16:10781960-10782244,0
chr2:60719152-60719560,0
chr11:103382034-103382378,1
chrX:8892470-8893420,0
chr11:4594194-4594970,2
chr5:119686008-119686372,4
chr2:6098932-6099270,6
chr8:70813422-70813659,0
chr11:97446230-97446504,3
chr8:71457750-71458040,0
chr19:61225430-61225650,2
chr17:29874250-29874730,0
chr4:3083344-3084050,6
chr1:118479168-118479578,1
chr4:135573042-135573325,0
chr17:34836510-34837190,2
chr16:4512760-4513072,1
chr11:120950318-120950534,0
chr11:101063758-101064310,1
chr6:49096858-49097478,7
chr8:10957628-10957865,4
chr9:46012580-46013270,6
chr9:53706143-53706420,4
chr17:23540166-23540430,4
chr2:27673291-27673659,0
chr10:68127256-68127478,1
chr14:70615516-70615830,0
chrX:12996532-12996972,7
chr8:125385752-125386050,7
chr6:124910000-124910440,0
chr11:120950697-120951207,0
chr7:60003951-60004570,6
chr7:66047604-66047876,0
chr13:55107686-55108042,1
chr16:20672630-20673324,2
chr7:80069683-80070088,7
chr11:68657450-68657831,1
chr18:80980121-80980390,4
chr17:14173542-14173898,6
chr1:180904070-180904618,4
chr4:155694230-155694772,0
chr7:138397698-138397996,4
chr18:43360031-43360412,1
chr4:43424060-43424340,0
chr13:29192723-29192940,1
chr18:11073470-11073750,1
chr16:91790118-91790448,2
chr17:47813542-47814004,0
chr1:87853857-87854104,0
chr11:3132140-3132431,2
chr13:23620810-23621050,0
chr2:58711879-58712260,6
chr1:111864030-111864250,0
chr10:117906277-117906652,0
chr17:47595568-47596080,6
chr6:28421347-28421870,6
chr5:129730384-129730672,7
chr7:4856970-4857180,0
chr11:98949714-98949918,1
chr5:138989756-138989966,7
chr4:135551956-135552170,3
chr2:154373953-154374250,2
chr8:84773910-84774202,7
chr8:125174723-125175190,7
chr2:118674472-118674836,4
chr5:133666588-133666791,0
chr12:70452545-70452833,2
chr1:180367336-180367648,1
chr9:48662122-48662453,0
chr18:64487400-64487672,3
chr16:50753434-50753950,1
chr15:76465456-76465694,0
chr11:68780461-68780820,1
chr4:97601500-97601830,6
chr8:115199458-115199834,0
chr2:115852612-115852964,4
chr5:24337319-24337782,7
chr6:117390480-117390816,7
chr8:13253954-13254420,7
chr10:21056495-21056712,1
chr10:86302280-86302673,5
chr18:52528710-52529216,0
chr18:60716920-60717190,0
chr1:30786614-30787003,1
chr18:34409784-34410098,1
chr19:21737994-21738250,1
chr10:80538926-80539352,3
chr13:22050632-22051240,4
chr7:92457850-92458200,7
chr3:51234482-51234720,1
chr6:88941546-88941963,7
chr10:120721162-120721460,4
chr1:162218660-162218942,6
chr1:118483605-118484210,1
chr15:51136260-51136532,0
chr13:46515310-46515572,1
chr17:25942800-25943057,3
chr10:37617818-37618272,1
chr8:84703810-84704030,6
chr5:112394990-112395318,4
chr1:193382236-193382716,4
chr1:179041830-179042189,6
chr5:125273778-125274110,7
chr16:90385708-90386470,6
chr16:18426110-18426660,2
chr18:61777276-61777588,1
chr11:22154790-22155214,1
chr1:93214684-93215064,0
chr13:45527516-45527970,2
chr16:94722800-94723158,2
chr1:14504936-14505194,2
chr1:51288770-51289534,1
chr13:72122737-72123210,0
chr17:23537680-23537880,2
chr11:83739330-83739568,2
chr4:136238426-136238662,0
chr11:104578170-104578422,6
chr17:70834814-70835088,2
chr4:120283172-120283450,0
chr3:99258036-99258500,4
chr18:3665007-3665398,6
chr16:94721445-94722023,1
chr3:152122690-152123074,6
chr6:149101152-149101952,7
chr11:3374260-3374560,6
chr7:18873188-18873620,4
chr11:117092762-117092968,0
chr11:100979918-100980172,1
chr4:57670600-57671278,7
chr10:108331160-108331430,4
chr16:17891700-17891920,0
chr2:32174758-32174968,1
chr2:63273864-63274186,2
chr16:38689800-38690240,1
chr5:22344310-22345026,3
chr4:108878997-108879467,4
chr9:41766466-41766876,7
chr7:65878366-65878698,0
chr12:110511852-110512359,2
chr11:72416750-72417138,6
chr18:3004470-3004677,6
chr17:9894030-9894243,1
chr15:98976820-98977064,5
chr11:90369448-90369983,5
chr11:88214260-88214481,0
chr18:69414530-69414775,1
chr15:85653414-85654035,5
chr13:5604070-5604729,1
chr7:102267408-102267951,4
chr13:51792797-51793246,0
chr6:97487720-97488066,0
chr2:84938301-84938868,3
chr9:57637719-57638316,7
chr15:85205900-85206320,4
chr10:62843836-62844178,1
chr3:57294866-57295297,1
chr3:97802362-97802762,1
chr19:11969686-11969916,1
chr4:156202610-156202840,6
chr11:102646212-102646534,4
chr11:103220107-103220376,0
chr17:13551776-13552020,0
chr8:120190996-120191458,7
chr11:65366950-65367290,1
chrX:99285574-99286010,7
chr1:91017086-91017558,1
chr7:19212406-19212652,0
chr3:36000382-36000794,0
chr19:6840226-6840905,0
chr1:179281848-179282150,1
chr2:32888632-32888988,6
chr15:31422874-31423235,1
chr1:134232865-134233097,0
chr15:76457010-76457375,0
chr3:89349654-89350402,0
chr2:131686845-131687171,1
chr10:26772225-26772594,1
chr11:33139520-33139784,0
chr18:90579353-90579947,4
chr2:120024276-120024640,5
chrX:99325480-99325708,7
chr4:154509320-154509564,6
chr11:90382130-90382584,5
chr13:97408470-97409000,4
chr2:31341800-31342234,1
chr9:120027550-120027906,7
chr2:4253410-4253684,1
chr2:36148920-36149484,1
chr15:85660936-85661282,0
chr11:32267398-32267786,6
chr15:76087180-76087487,0
chr12:112906724-112906926,0
chr11:51857011-51857430,5
chr10:28492875-28493145,1
chr9:107971710-107972130,3
chr6:87451080-87451514,4
chr15:103361464-103361862,1
chr15:76343380-76344250,2
chr9:108626520-108626924,7
chr1:56979568-56979930,2
chr15:103285840-103286098,1
chr13:74462690-74463126,1
chr9:3032132-3032346,6
chr7:49145672-49146228,7
chr11:18958256-18958655,1
chr18:69416481-69416814,1
chr17:33999840-34000460,0
chr14:70106513-70107200,3
chr2:115854608-115854828,4
chr12:69501868-69502645,5
chr13:29627877-29628159,1
chr2:180354723-180355160,4
chr10:7840990-7841195,1
chr1:75398830-75399468,1
chr3:96327990-96328466,4
chr18:21375012-21375350,1
chr11:115535812-115536170,2
chr10:103027233-103027593,4
chr11:75194260-75194550,0
chr3:127625339-127625572,2
chr7:130263770-130264289,4
chr1:165104815-165105378,4
chr11:65257959-65258188,1
chr2:72235411-72235934,1
chr15:85600326-85600800,0
chr13:53465220-53465527,4
chr17:47702966-47703254,3
chr7:16950138-16950460,0
chr7:127751762-127752097,0
chr14:75455820-75456330,2
chr18:50022701-50023166,1
chr13:116709634-116709840,4
chr19:4169410-4169898,0
chr11:114040418-114041040,6
chr2:148407100-148407540,0
chr1:4494418-4494744,0
chr6:23250380-23250678,4
chr12:118841612-118841824,2
chr1:86441470-86441708,0
chr14:13961540-13961769,0
chr6:87524239-87524590,4
chr8:94174910-94175167,0
chr2:102451770-102452023,4
chr18:32559730-32560040,2
chr1:42691300-42691712,2
chr13:110696640-110696943,1
chr7:4752140-4753262,6
chr8:13493304-13493640,7
chr9:101999763-102000045,2
chr2:58567042-58567719,0
chr6:31560130-31560480,3
chr2:18766916-18767330,1
chr8:84809168-84809494,3
chr19:23135703-23135919,0
chr18:84771681-84772306,1
chr19:23971426-23971657,5
chr17:12790570-12791046,2
chr1:187609423-187609740,0
chr1:157417613-157417906,1
chr5:139735880-139736618,3
chr15:89387074-89387326,0
chr1:184170936-184171538,1
chr11:5892189-5892530,6
chr5:25099556-25100110,0
chr1:188101931-188102232,6
chr18:20895760-20896044,2
chr8:120487030-120487300,3
chr12:52854342-52854788,1
chr11:75153280-75153530,1
chr6:113465682-113465968,0
chr15:97831300-97831962,5
chr1:181016102-181016340,5
chr2:76070460-76070890,0
chr15:78403617-78403996,5
chr7:4994303-4994686,3
chr17:35719708-35719964,1
chr3:101598668-101598870,1
chr1:14503160-14503554,2
chr1:118486093-118486314,1
chr1:19109760-19110081,0
chr8:94178936-94179224,0
chr3:87174345-87174876,4
chr13:111798890-111799250,1
chr8:124926260-124926754,7
chr11:115393822-115394046,0
chr11:118976021-118976259,2
chr11:109347578-109347981,1
chr17:56218567-56219070,0
chr1:73948766-73949148,5
chr12:72719488-72720074,1
chr7:141391984-141392346,6
chr14:60636478-60636717,2
chr7:139198890-139199100,2
chr11:30168317-30168606,1
chr13:57882554-57882802,0
chr15:79741933-79742710,0
chr18:65083268-65083672,1
chr8:48843610-48844130,4
chrX:99134960-99135182,7
chr17:29399172-29399512,6
chr15:79243740-79243966,1
chr16:90389445-90389650,4
chr16:4270750-4271260,5
chr16:30039342-30039691,0
chr13:101691110-101691590,1
chr11:117266490-117266704,2
chr1:182954856-182955070,6
chr10:60828360-60828750,3
chr16:96210866-96211290,1
chr2:33842008-33842283,3
chr18:35052220-35052570,1
chr15:82379596-82379830,5
chr3:73066208-73066440,4
chr7:99316196-99316414,0
chr5:150594322-150594804,0
chr14:16243058-16243727,2
chr5:111434450-111434844,6
chr7:141099960-141100310,0
chr14:34573754-34574511,5
chr1:55405730-55406370,0
chr11:119156590-119156964,0
chr10:37620321-37620698,3
chr9:35508218-35508679,7
chr1:190972596-190972968,1
chr4:130311197-130311478,7
chr3:86548190-86548413,4
chr13:53156380-53156804,6
chr19:24030807-24031450,1
chr6:83038660-83038920,0
chr7:126324862-126325090,6
chr1:121567691-121568110,4
chr17:71310790-71311220,4
chr16:94828158-94828468,0
chr2:30995852-30996312,5
chr8:70503476-70503773,6
chr3:94757946-94758354,2
chr12:104605848-104606330,6
chr2:153528543-153528908,6
chr2:106693584-106694400,4
chr11:5897910-5898300,6
chr13:81131788-81132272,1
chr10:81037154-81037560,0
chr11:75013415-75013717,1
chr19:7072670-7072910,0
chr16:85747820-85748299,1
chr16:32672748-32673110,0
chr4:48771438-48771684,2
chr2:98664994-98665212,6
chr8:88521090-88521940,4
chr10:67002720-67003036,0
chr9:118488710-118489048,4
chr11:60232980-60233328,5
chr3:59006240-59007000,2
chr8:84707680-84707934,6
chr16:57391494-57391714,2
chr7:98177986-98178432,3
chrX:101849870-101850440,3
chr16:87501340-87501805,1
chr10:81364650-81364929,0
chr11:75046961-75047406,1
chr9:24888350-24888690,7
chr17:71811064-71811562,6
chrX:101733896-101734121,4
chr17:35776924-35777318,1
chr11:102088008-102088726,6
chr18:39230212-39230878,1
chr6:87422350-87422606,4
chr8:106871178-106871438,0
chr7:110627510-110627856,0
chr7:19083422-19083892,7
chr11:3154066-3154266,2
chr10:88622641-88623082,6
chr3:122142211-122142700,4
chr3:95905288-95905650,2
chr11:78044872-78045204,1
chr1:74322683-74322937,1
chr11:117783784-117783995,2
chr13:71959820-71960050,4
chrX:103694489-103694920,6
chr17:74867770-74868480,1
chr12:112145270-112145594,0
chr1:172520631-172521307,4
chr15:36955363-36955627,0
chr5:114100022-114100644,4
chr7:46098250-46098788,7
chrX:99392624-99392868,6
chr7:29792984-29793258,0
chr10:78752900-78753130,4
chr16:85800752-85801020,0
chr1:172526414-172526990,2
chr2:142901070-142901670,0
chr13:46516208-46516572,1
chr6:92941350-92941644,7
chr1:190142760-190143140,1
chr13:12283871-12284308,1
chrX:99451310-99451616,0
chr7:112362650-112363129,7
chr2:165899579-165899867,4
chr18:37736780-37737400,0
chr4:72193029-72193366,2
chr1:35926544-35927034,1
chr9:41072709-41073150,3
chr7:130934720-130935110,0
chr7:137303764-137304154,0
chr17:46540230-46540594,0
chr12:111704646-111705090,5
chr2:166510726-166511131,1
chr17:64491938-64492493,6
chr5:117898003-117898430,4
chr3:148422340-148422586,2
chr12:85175960-85176230,6
chr1:74049552-74049854,5
chr12:24706840-24707050,4
chr7:143094810-143095146,0
chr11:95509269-95509634,0
chr14:31557996-31558284,0
chr11:115809296-115809674,1
chr15:86172246-86172768,1
chr11:75649042-75649485,1
chr1:93224069-93224414,0
chr11:116573774-116574055,3
chr4:43425714-43425980,0
chr10:81246216-81246574,0
chr7:142084024-142084230,7
chr8:70851374-70851658,0
chr11:60175740-60176400,1
chr8:45068850-45069256,4
chr9:115867310-115867638,7
chr1:72872590-72872914,6
chr17:29319105-29319320,0
chr8:75211482-75211860,1
chr9:87730988-87731542,6
chr19:40467890-40468281,1
chr12:71747626-71748193,1
chr10:93441510-93442078,1
chr16:78264783-78265448,1
chr5:89844365-89844682,7
chr16:23300230-23300430,2
chr13:103128775-103129238,1
chr8:89042687-89043018,4
chr13:36735278-36735580,4
chr14:54984990-54985224,5
chr4:91376320-91376752,4
chr14:63274200-63274510,1
chr7:4151260-4151547,7
chr2:133554604-133554970,4
chr11:72407190-72407400,6
chr1:9564514-9564874,1
chr3:101590213-101590566,1
chr15:35297754-35298034,4
chr9:35045060-35045478,7
chr4:154334688-154334989,0
chr5:138988848-138989124,7
chr18:35650704-35651002,0
chr2:168487660-168488214,0
chr14:104453916-104454160,2
chr9:121791736-121792056,7
chr2:32734362-32734677,1
chrX:162643256-162643820,2
chr3:102010190-102010404,2
chr19:3321653-3321880,5
chr1:135862074-135862379,1
chr11:8782130-8782524,2
chr19:40368480-40368819,1
chr16:38651670-38652140,1
chr3:126639149-126639554,7
chr2:165817466-165817669,1
chr2:25163470-25163784,1
chr14:63054790-63055466,6
chr3:30505918-30506140,2
chr16:34228779-34229076,1
chr10:77634818-77635150,1
chr2:120106670-120106874,1
chr18:67311835-67312367,1
chr1:92753087-92753299,0
chr11:102216638-102216908,5
chr12:79993822-79994401,6
chr17:29443817-29444054,3
chr7:52005820-52006190,6
chr18:11071060-11071282,1
chr11:97695174-97695610,1
chr8:121390684-121390898,3
chr11:101867727-101867940,1
chr18:5035222-5035488,1
chr5:74941430-74941776,4
chr16:33882640-33883004,1
chr13:98926590-98926800,2
chr14:48668897-48669250,4
chr5:109866457-109866800,4
chr9:81632926-81633225,4
chr19:53181204-53181761,1
chr1:155206010-155206373,1
chr14:7952691-7953240,0
chr5:35764486-35764848,0
chr10:59951269-59951500,0
chr16:20091132-20091490,1
chr17:24644828-24645190,1
chr1:194815516-194815904,1
chr10:84967696-84967950,1
chr8:83578681-83578945,7
chr10:22815840-22816064,1
chr12:118853442-118853650,2
chr6:108659260-108659510,7
chr11:88214502-88214824,0
chr11:60106080-60106364,0
chr7:111156948-111157630,7
chr1:56976100-56976488,4
chr5:74147611-74147990,7
chr19:53008072-53008758,1
chr12:105453679-105454230,4
chr15:100914760-100915114,4
chr8:27174365-27174919,4
chr15:82342550-82342879,3
chr6:3182900-3183433,2
chr17:45680640-45681028,0
chr5:103629260-103629790,7
chr15:81810222-81810490,5
chr1:118482510-118482730,1
chr16:58669840-58670544,2
chr1:71652690-71653400,4
chr18:3668732-3669077,6
chr5:97980496-97980908,7
chr12:113137856-113138090,5
chr19:4214115-4214503,4
chr13:51100574-51101108,0
chr15:99498680-99499139,1
chr1:56978269-56978523,4
chr1:165114495-165115140,4
chr16:21247170-21247462,4
chr13:37862527-37862991,3
chr8:121116338-121116950,6
chr7:141462000-141462310,0
chr17:87522260-87522496,3
chr19:53660520-53661070,1
chr17:31746708-31747102,0
chr1:88226962-88227190,2
chr4:143412520-143412960,6
chrX:99042440-99042990,7
chr10:59943674-59944004,0
chr19:36348134-36348460,0
chr2:28699422-28700258,2
chr5:137287994-137288450,3
chr10:58224644-58224844,2
chr13:104286885-104287172,1
chr15:73730417-73730732,5
chr1:125560450-125561090,0
chr11:69372327-69372544,6
chr1:170255246-170255870,0
chrUn_JH584304:31466-31723,6
chr13:41423460-41423786,4
chr15:35296400-35296746,4
chr9:16500590-16500836,6
chr5:115543718-115544222,7
chr17:33802112-33802620,2
chr5:119670512-119670910,6
chr6:91736416-91736786,2
chr19:36256912-36257204,1
chr2:147321092-147321358,2
chr11:94947164-94947386,1
chr8:120293918-120294306,3
chr18:64488768-64489273,2
chr2:68458226-68458470,1
chr10:59916270-59916870,1
chr17:29445280-29445490,3
chr2:173035025-173035330,3
chr19:30553774-30553984,4
chr13:46413579-46414104,1
chr1:165105696-165106076,4
chr9:71709206-71709629,6
chr11:18957622-18958034,1
chr7:120865163-120865420,6
chr8:122736102-122736607,6
chr2:31165600-31165810,6
chr1:168247282-168247546,1
chr15:89387591-89387853,0
chrX:99564516-99564870,0
chr18:35021960-35022660,1
chr7:70359960-70360268,6
chr8:70453136-70453476,3
chr15:25933660-25934008,5
chr9:69470877-69471281,7
chr5:146385070-146385414,4
chr19:40437609-40437978,1
chr2:70337724-70338110,6
chr3:104780927-104781480,7
chr14:67273540-67273750,2
chr19:58838628-58838980,5
chr13:75088650-75088856,2
chr8:13493990-13494360,7
chr6:119139383-119139962,7
chr1:88279556-88279861,2
chr2:36210784-36210988,0
chr18:15150526-15150839,4
chr3:84470830-84471030,3
chr12:75558454-75558722,1
chr10:61380140-61380552,5
chr15:77018912-77019140,5
chr10:67115888-67116142,1
chr19:7266898-7267146,5
chr6:77243660-77243943,4
chr13:97434246-97434505,2
chr17:43855126-43855512,1
chr13:12337850-12338087,1
chr12:84450914-84451540,1
chr11:107342396-107342681,1
chr12:85434122-85434350,6
chr2:163337118-163337560,0
chr11:119038866-119039070,0
chr16:35871300-35871790,0
chr13:37629190-37629490,5
chr7:82771142-82771666,3
chr2:167628899-167629170,3
chr15:58201284-58201522,1
chr18:37741906-37742180,0
chr10:18482682-18482912,1
chr4:64058948-64059194,3
chr11:75163318-75163620,0
chr11:117792293-117792595,3
chr7:100466978-100467420,3
chr4:150090897-150091290,7
chr12:71863962-71864290,1
chr17:27325070-27325388,2
chr19:53194029-53194285,1
chr1:193332690-193333078,5
chr18:4343270-4343614,1
chr12:3887510-3888039,6
chr16:87699860-87700290,2
chr18:5002114-5002730,1
chr7:100950622-100950862,7
chr5:96209768-96210282,6
chr13:83719074-83719370,2
chr1:58711030-58711280,1
chr11:52000710-52000920,1
chr14:23684760-23684962,2
chr15:96693832-96694094,1
chr3:9440613-9440867,1
chr1:153748220-153748466,5
chr4:103119054-103119720,6
chr2:145888042-145888260,1
chr10:58231165-58231432,2
chr18:34410284-34410600,1
chr17:55944930-55945752,1
chr18:5133139-5133902,1
chr18:11996120-11996476,5
chr11:114066810-114067444,6
chr17:43016420-43017211,4
chr15:25942117-25942530,1
chr11:87726044-87726788,3
chr15:101381790-101382002,0
chr3:88719108-88719470,1
chr10:80678121-80678439,1
chr12:102308258-102308770,1
chr2:103896230-103896530,4
chr3:153852343-153852712,3
chrX:11802650-11802930,0
chr10:41598357-41598664,1
chr3:95053740-95053984,1
chr7:70345980-70346592,4
chr1:73919913-73920444,5
chr2:92424930-92425220,1
chr16:38688020-38688532,1
chr11:76483030-76483378,6
chr14:54994492-54995114,1
chr3:18052269-18052568,2
chr17:24503758-24503997,0
chr4:41520683-41520954,0
chr10:44478170-44478523,4
chr15:100199812-100200125,1
chr11:52561314-52561610,6
chr12:101016046-101016416,0
chr11:47377294-47377747,1
chr8:88904798-88905039,4
chr15:99663950-99664304,6
chr4:31577030-31577540,3
chr17:83197253-83197729,6
chr13:37777398-37777746,0
chr15:64059920-64060740,0
chr11:65265832-65266160,1
chr18:61682720-61683152,0
chr1:135524218-135524542,1
chr11:33137410-33138000,0
chr10:30844390-30844630,0
chr8:46216928-46217321,7
chr4:120615550-120616151,7
chr10:86975310-86975590,0
chr12:57545460-57545705,4
chr8:121116970-121117544,4
chr15:83344414-83344780,2
chr4:154599732-154600193,0
chr17:35434970-35435180,2
chr1:39192772-39193170,0
chr2:104451018-104451232,1
chr17:56728230-56728520,1
chr17:75073946-75074260,2
chr3:96012830-96013210,1
chr5:133487770-133488370,7
chr17:29841754-29842388,0
chr7:17060840-17061190,7
chr11:24202953-24203360,6
chr3:53041096-53041864,1
chr2:145862302-145862682,1
chr4:59189050-59189672,6
chr16:94601688-94601968,1
chr10:3395267-3395818,1
chr12:53032814-53033400,1
chr11:30258844-30259054,1
chr11:30230267-30230820,1
chr18:68196993-68197412,5
chr19:11968456-11968700,1
chr11:22971860-22972108,2
chr5:66618414-66619009,6
chr1:151338835-151339264,1
chr4:141767423-141767710,7
chr19:5740980-5741308,1
chr13:52980742-52981286,5
chr4:135575304-135575589,0
chr12:75294076-75294366,0
chr18:11066790-11067250,1
chr8:84792537-84792896,7
chr13:71962860-71963130,2
chr2:75681359-75681690,1
chr12:100966346-100966582,0
chr18:39353960-39354350,1
chr19:3322338-3322580,5
chr6:89351657-89351984,7
chr11:62756800-62757209,0
chr7:56019214-56019782,3
chr11:22156202-22156517,1
chr8:50917647-50917891,2
chr10:5921621-5921980,4
chr18:36286203-36286844,0
chr15:78541680-78542089,1
chr16:91716913-91717290,3
chr4:148900655-148901163,7
chr11:101231978-101232397,1
chr3:5860599-5860802,2
chr3:96557712-96557973,1
chr11:43865546-43865994,1
chr10:18844782-18845234,0
chr14:48709670-48710010,2
chr12:83411792-83412466,5
chr13:62964730-62965204,0
chr9:61416545-61416880,4
chr1:74017142-74017376,1
chr15:82938260-82938480,6
chr13:23410742-23411078,2
chr17:71289630-71289894,6
chr14:32093600-32094050,1
chr7:96143209-96143614,7
chr10:44529306-44529680,4
chr17:72976320-72976848,1
chr3:105706730-105707250,0
chr4:15265590-15266344,6
chr11:75292973-75293224,0
chr2:129818855-129819171,1
chr5:144258125-144258420,7
chr12:73112500-73112896,4
chr4:56113462-56114238,7
chr6:90463278-90463780,7
chr9:87618326-87618676,6
chr18:80703674-80704014,0
chr1:156615424-156616031,0
chr17:84420058-84420582,6
chr14:54966347-54966555,1
chr2:32734754-32735232,1
chr1:138842380-138842742,4
chr1:178530610-178530850,6
chr19:24571600-24572050,1
chr2:168646064-168646340,0
chr1:38629344-38629620,4
chr17:56830272-56830539,0
chr10:80015114-80015442,0
chr17:27796876-27797124,1
chr11:103096946-103097442,5
chrX:110816710-110817130,2
chr4:127263710-127264222,6
chr1:58030031-58030826,1
chr2:76808249-76808474,1
chr12:75818108-75819013,0
chr19:60945871-60946296,1
chr8:4779332-4779710,4
chr3:5221472-5221739,2
chr11:82596896-82597120,0
chr2:120404050-120404540,0
chr14:28504721-28504940,6
chr5:28218750-28218970,0
chr6:112274362-112274602,7
chr14:66341062-66341526,1
chr2:102005700-102006466,6
chr12:84671570-84671826,2
chr15:84251274-84251649,1
chr9:69505592-69505870,2
chr11:100960610-100960908,5
chr5:135835235-135835554,2
chr12:57545802-57546265,4
chr11:50233140-50233570,0
chr2:109945050-109945340,1
chr11:69415326-69415630,1
chr9:61385870-61386074,4
chr15:83760664-83760970,2
chr1:51265845-51266216,1
chr14:45456446-45456816,1
chr17:53596677-53596881,1
chr1:172296044-172296318,0
chr16:4212980-4213973,2
chr16:37776896-37777640,6
chr16:96148564-96149086,6
chr14:25738660-25738972,7
chr19:37315214-37315559,1
chr11:98394358-98394655,5
chr10:89685850-89686420,2
chr2:92427982-92428206,1
chr8:95427284-95427536,7
chr10:59969820-59970248,5
chr17:12991729-12992730,2
chr3:83993085-83993357,1
chr12:72943776-72944206,2
chr1:24684013-24684260,2
chr2:91252422-91252854,1
chr2:114130538-114131164,1
chr2:127251934-127252306,1
chr8:105398638-105398980,2
chr15:27782652-27783238,1
chr17:80801982-80802280,1
chr7:44472250-44472553,7
chr15:43170248-43170490,4
chr18:38574130-38574452,0
chr19:7083219-7083572,0
chr1:56975590-56975926,2
chr5:139353614-139353826,0
chr15:79112738-79112994,1
chr11:30164578-30165080,1
chr2:75682047-75682370,1
chr14:63231441-63231790,6
chr16:20695984-20696253,1
chr8:92065605-92065852,0
